,Unnamed: 0,Unnamed: 0.1,Employer,salary_total_x,salary_total_y,change,y,Sector,salary_total_x_rounded
250,250,250,Guelph General Hospital,5768412.840000003,5279512.019999999,9.260341072203923,0,Hospitals and Boards of Public Health,5800000
251,251,251,Town of LaSalle,5720605.880000003,5381704.159999998,6.29729375536694,0,Municipalities and Services,5700000
252,252,252,Bruce-Grey Catholic District School Board,5662485.610000001,4209858.899999999,34.50535384927038,0,School Boards,5700000
253,253,253,City of Brockville,5633276.440000001,5197021.109999999,8.394334384375867,0,Municipalities and Services,5600000
254,254,254,Art Gallery of Ontario,5607620.48,4707492.99,19.121164745483753,0,Other Public Sector Employers,5600000
255,255,255,Victoria University,5574593.3500000015,5005702.47,11.364856049864304,0,Universities,5600000
256,256,256,Providence Healthcare,5555190.669999999,4972602.63,11.715958087726765,0,Hospitals and Boards of Public Health,5600000
257,257,257,Hamilton Niagara Haldimand Brant Community Care Access Centre,5504078.470000002,7117729.3500000015,-22.670865955306386,0,Other Public Sector Employers,5500000
258,258,258,Northern Ontario School of Medicine,5442422.41,5559757.659999998,-2.1104382092797747,0,Universities,5400000
259,259,259,Office of the Auditor General,5419442.11,3933260.409999999,37.784981035618785,0,Government of Ontario - Legislative Assembly and Offices,5400000
260,260,260,City of Quinte West,5376297.069999998,3068707.95,75.19741720615673,0,Municipalities and Services,5400000
261,261,261,Workplace Safety and Insurance Appeals Tribunal,5367962.05,4967450.959999999,8.06270848419208,0,Crown Agencies,5400000
262,262,262,Town of Caledon,5322037.050000002,5404780.71,-1.5309346380493305,0,Municipalities and Services,5300000
263,263,263,Algoma University,5303295.33,5532198.26,-4.137648711093012,0,Universities,5300000
264,264,264,Toronto Waterfront Revitalization Corporation,5267628.04,4490294.029999998,17.31142782202173,0,Other Public Sector Employers,5300000
265,265,265,Conseil scolaire public du Grand Nord de l'Ontario,5232776.56,5787692.039999999,-9.587854297790166,0,School Boards,5200000
266,266,266,Town of Cobourg,5207022.17,4973804.18,4.688925851519965,0,Municipalities and Services,5200000
267,267,267,Durham Children's Aid Society,5117273.660000001,5573940.46,-8.192889810667246,0,Other Public Sector Employers,5100000
268,268,268,Huron-Superior Catholic District School Board,5089633.289999998,4922760.74,3.389816381772759,0,School Boards,5100000
269,269,269,Ontario Hospital Association,5064801.630000001,4698413.229999999,7.798130604191277,0,Other Public Sector Employers,5100000
270,270,270,Children's Aid Society of the Niagara Region,5021335.3,4299786.0600000005,16.78104979948698,0,Other Public Sector Employers,5000000
271,271,271,Town of Newmarket,5018204.580000001,5993944.199999997,-16.27875714959105,0,Municipalities and Services,5000000
272,272,272,Woodstock Hospital,4974091.150000001,5205016.710000002,-4.436595939381727,0,Hospitals and Boards of Public Health,5000000
273,273,273,Central Community Care Access Centre,4956745.959999999,5466785.54,-9.329789439664047,0,Other Public Sector Employers,5000000
274,274,274,Town of Collingwood,4933829.8100000005,3070936.0500000007,60.66208249435869,0,Municipalities and Services,4900000
275,275,275,Mississauga Halton Community Care Access Centre,4929174.049999999,3870540.64,27.351047527045203,0,Other Public Sector Employers,4900000
276,276,276,Huron Perth Healthcare Alliance,4910936.13,4828215.2,1.7132817526443356,0,Hospitals and Boards of Public Health,4900000
277,277,277,South West Community Care Access Centre,4856179.990000001,4245413.39,14.386504773331433,0,Other Public Sector Employers,4900000
278,278,278,North East Community Care Access Centre,4818768.729999999,5575941.7700000005,-13.579285280090033,0,Other Public Sector Employers,4800000
279,279,279,Ontario Centres of Excellence Inc.,4788967.58,4395347.529999998,8.95537946233802,0,Other Public Sector Employers,4800000
280,280,280,Ross Memorial Hospital,4782408.999999999,6447706.509999999,-25.82774987380746,0,Hospitals and Boards of Public Health,4800000
281,281,281,Town of Bradford West Gwillimbury,4763199.179999999,2537433.0,87.71723943055832,0,Municipalities and Services,4800000
282,282,282,Nipissing-Parry Sound Catholic District School Board,4752003.1,2899859.41,63.87012017248106,0,School Boards,4800000
283,283,283,Ontario Educational Communications Authority,4723625.9,4605712.900000001,2.560146551905107,0,Crown Agencies,4700000
284,284,284,County of Oxford,4581500.65,5147648.8,-10.998189114999445,0,Municipalities and Services,4600000
285,285,285,Town of Whitchurch-Stouffville,4552476.98,4212259.659999998,8.07683636483134,0,Municipalities and Services,4600000
286,286,286,City of Welland,4544031.25,8403750.429999998,-45.92853169724603,0,Municipalities and Services,4500000
287,287,287,Huron-Perth Catholic District School Board,4479367.370000001,3933444.53,13.879001873200455,0,School Boards,4500000
288,288,288,West Park Healthcare Centre,4464097.649999999,4924683.6,-9.352599829966747,0,Hospitals and Boards of Public Health,4500000
289,289,289,County of Wellington,4427283.98,4559069.040000001,-2.890613387157681,0,Municipalities and Services,4400000
290,290,290,Children and Family Services for York Region,4311640.38,4671513.899999999,-7.703573781510088,0,Other Public Sector Employers,4300000
291,291,291,County of Northumberland,4258656.18,2509796.9,69.68130688184371,0,Municipalities and Services,4300000
292,292,292,Town of Amherstburg,4223549.06,3933030.59,7.386631335608285,0,Municipalities and Services,4200000
293,293,293,County of Essex,4221383.19,3261360.6400000006,29.43625854269214,0,Municipalities and Services,4200000
294,294,294,Champlain Community Care Access Centre,4203586.089999999,3506869.59,19.86719158267871,0,Other Public Sector Employers,4200000
295,295,295,Rainy River District School Board,4149192.86,5074405.13,-18.232920831057093,0,School Boards,4100000
296,296,296,Huron University College,4121627.659999999,3874782.57,6.3705533288800575,0,Universities,4100000
297,297,297,Town of Aurora,4115310.5300000007,3831167.97,7.416604080661093,0,Municipalities and Services,4100000
298,298,298,St. Jerome's University,4112686.24,3477824.629999999,18.254560753973404,0,Universities,4100000
299,299,299,Workplace Safety and Prevention Services,4073733.9200000013,3582869.7,13.700309000910682,0,Other Public Sector Employers,4100000
300,300,300,Metropolitan Toronto Convention Centre Corporation,4069007.7999999993,3195673.4900000007,27.32864645693194,0,Crown Agencies,4100000
301,301,301,Simcoe Muskoka District Health Unit,3991358.2400000007,3879388.4699999993,2.8862737224148565,0,Hospitals and Boards of Public Health,4000000
302,302,302,AgriCorp,3961235.7400000007,4734156.0,-16.326463682227608,0,Crown Agencies,4000000
303,303,303,Ottawa Community Housing Corporation,3956359.63,3491936.7,13.299866804572934,0,Municipalities and Services,4000000
304,304,304,Trillium Gift of Life Network,3888364.47,3303570.4800000004,17.701877212560625,0,Crown Agencies,3900000
305,305,305,Northeastern Catholic District School Board,3870838.319999999,3825679.6699999995,1.1804085520835006,0,School Boards,3900000
306,306,306,Conseil scolaire public du Nord-Est de l'Ontario,3824572.850000002,6000869.349999999,-36.266353640910346,0,School Boards,3800000
307,307,307,Ontario Labour Relations Board,3824469.6600000006,3354097.5,14.02380700024375,0,Crown Agencies,3800000
308,308,308,County of Huron,3678597.41,3332508.3900000006,10.385240770541591,0,Municipalities and Services,3700000
309,309,309,Norfolk General Hospital,3655971.94,3723997.02,-1.826668486431804,0,Hospitals and Boards of Public Health,3700000
310,310,310,St. Thomas Elgin General Hospital,3609303.48,4435572.86,-18.62824501094995,0,Hospitals and Boards of Public Health,3600000
311,311,311,Town of Innisfil,3509682.5299999993,3026194.1000000006,15.9767818594319,0,Municipalities and Services,3500000
312,312,312,Simcoe Muskoka Child Youth and Family Services,3503543.58,3040723.0000000005,15.22074125134052,0,Other Public Sector Employers,3500000
313,313,313,Erie St. Clair Community Care Access Centre,3472417.5800000015,4289631.660000001,-19.05091496830289,0,Other Public Sector Employers,3500000
314,314,314,Deposit Insurance Corporation of Ontario,3445418.25,3209874.8000000007,7.338088388992612,0,Crown Agencies,3400000
315,315,315,County of Lambton,3372396.6,2621437.37,28.64684995316138,0,Municipalities and Services,3400000
316,316,316,Brockville General Hospital,3366977.33,2947958.8199999994,14.213852213851519,0,Hospitals and Boards of Public Health,3400000
317,317,317,County of Brant,3317404.1500000013,2979818.43,11.329070140693107,0,Municipalities and Services,3300000
318,318,318,Local Health Integration Network - Toronto Central,3316097.83,2843161.7,16.634162242689186,0,Crown Agencies,3300000
319,319,319,Brescia University College,3298722.95,3295476.9,0.09850015941548218,0,Universities,3300000
320,320,320,Norfolk County,3242985.48,2492306.2700000005,30.11986203445209,0,Municipalities and Services,3200000
321,321,321,Municipality of West Nipissing,3228517.99,2967833.14,8.783676093056902,0,Municipalities and Services,3200000
322,322,322,COU Holding Association Inc.,3176840.85,2370487.82,34.01633297571636,0,Other Public Sector Employers,3200000
323,323,323,Runnymede Healthcare Centre,3160588.35,2316901.64,36.414437947395975,0,Hospitals and Boards of Public Health,3200000
324,324,324,University of St. Michael's College,3111149.6,2537147.2,22.623929742822966,0,Universities,3100000
325,325,325,County of Renfrew,3068001.27,2976817.1700000013,3.0631407571463103,0,Municipalities and Services,3100000
326,326,326,County of Grey,3048403.4,3061593.04,-0.4308097068315697,0,Municipalities and Services,3000000
327,327,327,City of Toronto - Board of Governors of Exhibition Place,3022146.68,3109402.6499999994,-2.806197196750937,0,Municipalities and Services,3000000
328,328,328,City of Toronto - Board of Mgmt. of the Toronto Zoo,2991224.6,2971543.12,0.6623319671026806,0,Municipalities and Services,3000000
329,329,329,Central West Community Care Access Centre,2932119.25,2988776.66,-1.895672258093705,0,Other Public Sector Employers,2900000
330,330,330,District Municipality of Muskoka,2926673.99,2520199.12,16.12868073694116,0,Municipalities and Services,2900000
331,331,331,South East Community Care Access Centre,2913092.3500000006,4144343.990000001,-29.709204712999714,0,Other Public Sector Employers,2900000
332,332,332,Town of East Gwillimbury,2828814.8000000007,2965064.53,-4.595169131108233,0,Municipalities and Services,2800000
333,333,333,Riverside Health Care Facilities Inc.,2826341.9399999995,2756395.850000001,2.537592341825601,0,Hospitals and Boards of Public Health,2800000
334,334,334,County of Middlesex - Middlesex London Emergency Medical Services Authority,2809298.700000001,5932146.329999997,-52.642794972995844,0,Municipalities and Services,2800000
335,335,335,Haldimand County,2781877.0200000005,2712780.47,2.5470748836525114,0,Municipalities and Services,2800000
336,336,336,Waterloo Wellington Community Care Access Centre,2771823.84,3191096.45,-13.138825998192573,0,Other Public Sector Employers,2800000
337,337,337,Children's Aid Society of the Regional Municipality of Halton,2754031.7800000003,1600602.68,72.06217473033347,0,Other Public Sector Employers,2800000
338,338,338,Grand River Conservation Authority,2746505.79,2484490.150000001,10.546052678051444,0,Other Public Sector Employers,2700000
339,339,339,Unison Health and Community Services,2721788.9800000004,2594554.0800000005,4.903921678903678,0,Other Public Sector Employers,2700000
340,340,340,Georgian Bay General Hospital,2705786.350000001,2645546.37,2.2770336095073285,0,Hospitals and Boards of Public Health,2700000
341,341,341,Human Rights Tribunal of Ontario,2680829.23,2707382.43,-0.9807701972860848,0,Crown Agencies,2700000
342,342,342,TransForm Shared Service Organization,2670415.47,3032362.3200000008,-11.93613466348575,0,Other Public Sector Employers,2700000
343,343,343,Ombudsman Ontario,2654806.58,1869325.78,42.01947078480881,0,Government of Ontario - Legislative Assembly and Offices,2700000
344,344,344,Northumberland Hills Hospital,2653173.93,2405138.36,10.312736020725223,0,Hospitals and Boards of Public Health,2700000
345,345,345,County of Hastings,2642449.0200000005,2339157.79,12.965830321348305,0,Municipalities and Services,2600000
346,346,346,Windsor Essex County Health Unit,2640231.43,2524971.76,4.564790459280244,0,Hospitals and Boards of Public Health,2600000
347,347,347,Town of Smiths Falls,2599273.64,1510137.0900000003,72.12170055368941,0,Municipalities and Services,2600000
348,348,348,Office of the Premier,2592968.14,2202195.17,17.744701982976373,0,Government of Ontario - Ministries,2600000
349,349,349,Town of Wasaga Beach,2552803.99,3527461.2099999995,-27.630558125967326,0,Municipalities and Services,2600000
350,350,350,Kenora Catholic District School Board,2529324.58,1779174.2699999998,42.162834897561815,0,School Boards,2500000
351,351,351,Kinark Child and Family Services,2522873.45,2911490.35,-13.347696653021705,0,Other Public Sector Employers,2500000
352,352,352,Surrey Place Centre,2508263.65,2384133.160000001,5.206525041579433,0,Other Public Sector Employers,2500000
353,353,353,Town of Midland - Police Service,2496061.6,1781172.1700000004,40.1358971378943,0,Municipalities and Services,2500000
354,354,354,St. Joseph's General Hospital,2481821.77,1921346.27,29.17097811837945,0,Hospitals and Boards of Public Health,2500000
355,355,355,Chatham-Kent Children's Services,2453855.91,2570453.9399999995,-4.536087116192378,0,Other Public Sector Employers,2500000
356,356,356,Sioux Lookout Meno Ya Win Health Centre,2444014.09,2877478.14,-15.064025820887728,0,Hospitals and Boards of Public Health,2400000
357,357,357,City of Orillia,2396195.4299999992,2594786.28,-7.6534569159198975,0,Municipalities and Services,2400000
358,358,358,Canadian Institute for Advanced Research,2369658.11,1778138.7399999998,33.26621014960847,0,Other Public Sector Employers,2400000
359,359,359,Town of New Tecumseth,2339152.25,1997068.47,17.129296523318494,0,Municipalities and Services,2300000
360,360,360,Workplace Safety North,2294574.85,2477774.1900000004,-7.393706042276626,0,Other Public Sector Employers,2300000
361,361,361,Ontario Tourism Marketing Partnership Corporation,2286639.98,1895276.2,20.64943252070595,0,Crown Agencies,2300000
362,362,362,Town of Gananoque,2274560.06,2145020.24,6.039095463267019,0,Municipalities and Services,2300000
363,363,363,Valoris for Children and Adults of Prescott-Russell,2254722.8100000005,2134462.0900000003,5.634240147127656,0,Other Public Sector Employers,2300000
364,364,364,Municipality of Strathroy-Caradoc,2250699.18,2701452.2100000004,-16.685582233564688,0,Municipalities and Services,2300000
365,365,365,Yee Hong Centre for Geriatric Care,2247052.85,1822056.56,23.32508766906776,0,Other Public Sector Employers,2200000
366,366,366,County of Bruce,2202790.0500000003,2142633.51,2.807598206564066,0,Municipalities and Services,2200000
367,367,367,County of Frontenac,2194967.51,1612646.7200000002,36.10963162471192,0,Municipalities and Services,2200000
368,368,368,Local Health Integration Network - North East,2164324.22,2679724.36,-19.233326669463857,0,Crown Agencies,2200000
369,369,369,Algoma District Services Administration Board,2142193.6,1548474.42,38.34220135196031,0,Other Public Sector Employers,2100000
370,370,370,Ontario Trillium Foundation,2095750.92,2331504.8200000003,-10.111662561349556,0,Crown Agencies,2100000
371,371,371,Superior North Catholic District School Board,2084875.17,2009452.48,3.7533950541592143,0,School Boards,2100000
372,372,372,Local Health Integration Network - Central East,2065657.31,1751566.69,17.93198179625122,0,Crown Agencies,2100000
373,373,373,United Counties of Leeds and Grenville,2054706.92,1941786.9,5.815263250565763,0,Municipalities and Services,2100000
374,374,374,Sensenbrenner Hospital,2041927.86,1808368.88,12.915450082286315,0,Hospitals and Boards of Public Health,2000000
375,375,375,County of Peterborough,2039075.8500000003,2165800.9000000004,-5.851186505647865,0,Municipalities and Services,2000000
376,376,376,Catholic Children's Aid Society of Hamilton,2036348.86,1281203.23,58.94034703612164,0,Other Public Sector Employers,2000000
377,377,377,Local Health Integration Network - Central West,2027214.89,2104522.3000000003,-3.673394670134889,0,Crown Agencies,2000000
378,378,378,Highland Shores Children's Aid Society,2003232.360000001,1649096.87,21.474511075871526,0,Other Public Sector Employers,2000000
379,379,379,Ontario Science Centre,2002333.43,2057814.8700000003,-2.6961336905880207,0,Crown Agencies,2000000
380,380,380,Local Health Integration Network - South East,1996433.41,1885849.28,5.86389014078581,0,Crown Agencies,2000000
381,381,381,Office of the Independent Police Review Director,1995308.17,1339129.33,49.00040834741479,0,Crown Agencies,2000000
382,382,382,Local Health Integration Network - Central,1995211.42,1967450.17,1.4110268419148977,0,Crown Agencies,2000000
383,383,383,Native Child and Family Services of Toronto,1994496.71,1769035.16,12.744888010026864,0,Other Public Sector Employers,2000000
384,384,384,Lake Of The Woods District Hospital,1979153.0,2003739.94,-1.2270524487324241,0,Hospitals and Boards of Public Health,2000000
385,385,385,Vineland Research and Innovation Centre,1965667.49,1721729.7600000002,14.168177589031153,0,Other Public Sector Employers,2000000
386,386,386,North Simcoe Muskoka Community Care Access Centre,1952060.39,2948842.2100000004,-33.802480737007635,0,Other Public Sector Employers,2000000
387,387,387,Grey Bruce Health Unit,1949162.01,2225739.61,-12.426323311018406,0,Hospitals and Boards of Public Health,1900000
388,388,388,Town of Saugeen Shores Police Services,1943361.3,1697036.7199999997,14.514982327547994,0,Municipalities and Services,1900000
389,389,389,Eastern Ontario Health Unit,1924216.34,1078994.58,78.33419886131402,0,Hospitals and Boards of Public Health,1900000
390,390,390,Bruce Grey Child and Family Services,1921667.49,2032364.56,-5.446713260931912,0,Other Public Sector Employers,1900000
391,391,391,North Lambton Community Health Centre,1911708.69,1646207.5799999996,16.128045650233247,0,Other Public Sector Employers,1900000
392,392,392,City of Thorold,1900897.98,2846232.44,-33.21353683959839,0,Municipalities and Services,1900000
393,393,393,Local Health Integration Network - Mississauga Halton,1895954.12,1809026.12,4.805237416914698,0,Crown Agencies,1900000
394,394,394,Local Health Integration Network - Waterloo Wellington,1864378.0700000003,1988390.98,-6.236847342769568,0,Crown Agencies,1900000
395,395,395,City of Port Colborne,1863183.07,1149312.02,62.112902116868156,0,Municipalities and Services,1900000
396,396,396,Pinecrest-Queensway Community Health Centre,1862130.75,1711232.67,8.81809251573018,0,Other Public Sector Employers,1900000
397,397,397,Carlington Community Health Centre,1851492.95,1064451.3199999998,73.93871520587714,0,Other Public Sector Employers,1900000
398,398,398,Trinity College,1850896.62,1740289.26,6.3556882492052065,0,Universities,1900000
399,399,399,Wellington-Dufferin-Guelph Health Unit,1847133.26,2296205.1,-19.557131024576137,0,Hospitals and Boards of Public Health,1800000
400,400,400,Saint Paul University,1845877.62,1727931.1499999997,6.825877871349206,0,Universities,1800000
401,401,401,Cardiac Care Network of Ontario,1845265.05,1129770.49,63.330965566289464,0,Other Public Sector Employers,1800000
402,402,402,Town of Deep River,1838709.93,1957822.35,-6.083923804424863,0,Municipalities and Services,1800000
403,403,403,City of Ottawa - Library Services,1837013.04,1783966.52,2.973515444673237,0,Municipalities and Services,1800000
404,404,404,Dryden Regional Health Centre,1834668.81,2145719.68,-14.496342318116774,0,Hospitals and Boards of Public Health,1800000
405,405,405,City of Kenora,1822839.15,1428433.11,27.61109618916635,0,Municipalities and Services,1800000
406,406,406,Ontario Human Rights Commission,1792632.9,1153292.57,55.4360919883495,0,Crown Agencies,1800000
407,407,407,Local Health Integration Network - North West Ontario,1786897.65,1951805.52,-8.44899086052383,0,Crown Agencies,1800000
408,408,408,Public Services Health and Safety Association,1782286.8200000003,1128197.2799999998,57.97652162394866,0,Other Public Sector Employers,1800000
409,409,409,Local Health Integration Network - North Simcoe Muskoka,1769299.3100000003,1351468.4999999998,30.91679976262862,0,Crown Agencies,1800000
410,410,410,University of Sudbury,1768210.4899999998,1127937.7999999998,56.76489341876832,0,Universities,1800000
411,411,411,Right To Play International,1763168.21,1502024.2100000004,17.386137870573968,0,Other Public Sector Employers,1800000
412,412,412,Local Health Integration Network - South West,1757053.0,1786023.86,-1.622086952410584,0,Crown Agencies,1800000
413,413,413,Ontario Brain Institute/Institut Ontarien Du Cerveau,1742094.0799999996,1359051.28,28.184572991241325,0,Other Public Sector Employers,1700000
414,414,414,Local Health Integration Network - Champlain,1732008.67,1591670.81,8.817015372669923,0,Crown Agencies,1700000
415,415,415,Brant County Health Unit,1727383.02,1892919.97,-8.745058038560394,0,Hospitals and Boards of Public Health,1700000
416,416,416,"Family and Children's Services of Frontenac, Lennox and Addington",1718386.0400000003,1603032.63,7.195948968300183,0,Other Public Sector Employers,1700000
417,417,417,Registered Nurses Association of Ontario,1717284.8099999996,1476493.84,16.308294926580924,0,Other Public Sector Employers,1700000
418,418,418,District of Cochrane Social Services Administration Board,1715556.73,1713814.34,0.10166737197447873,0,Other Public Sector Employers,1700000
419,419,419,County of Dufferin,1714214.41,1804585.14,-5.007839641193101,0,Municipalities and Services,1700000
420,420,420,County of Elgin,1704709.3000000003,1645710.38,3.585012327624759,0,Municipalities and Services,1700000
421,421,421,County of Prince Edward,1702153.0999999996,1564955.7000000004,8.766855189574985,0,Municipalities and Services,1700000
422,422,422,North Eastern Ontario Family and Children's Services,1698699.4700000002,1447812.1,17.328724494014107,0,Other Public Sector Employers,1700000
423,423,423,Thunder Bay District Health Unit,1674061.4899999998,1779241.11,-5.911487735352527,0,Hospitals and Boards of Public Health,1700000
424,424,424,Town of Fort Erie,1673182.54,1503853.67,11.259663980472267,0,Municipalities and Services,1700000
425,425,425,Circle of Home Care Services (Toronto),1672571.38,1884458.93,-11.243946292849147,0,Other Public Sector Employers,1700000
426,426,426,North West Community Care Access Centre,1671979.8300000003,1802150.07,-7.2230521845497275,0,Other Public Sector Employers,1700000
427,427,427,Town of Midland,1670069.35,2177897.93,-23.317372821048583,0,Municipalities and Services,1700000
428,428,428,Peel Children's Centre,1668816.19,1469223.5900000003,13.5849030303141,0,Other Public Sector Employers,1700000
429,429,429,City of Pembroke,1668440.12,2081762.7,-19.854452190924565,0,Municipalities and Services,1700000
430,430,430,Shepherd Village,1665547.4200000004,1603889.17,3.844296174155248,0,Other Public Sector Employers,1700000
431,431,431,Pathways to Education Canada,1663196.01,2044040.2,-18.63193248351964,0,Other Public Sector Employers,1700000
432,432,432,St. Joseph's Health Centre Guelph,1653452.37,2038843.42,-18.902434891248287,0,Hospitals and Boards of Public Health,1700000
433,433,433,Board of Health for the Northwestern Health Unit,1642665.73,1130358.77,45.322509418845826,0,Hospitals and Boards of Public Health,1600000
434,434,434,County of Lanark,1634843.56,1850341.68,-11.646396032110125,0,Municipalities and Services,1600000
435,435,435,Northwest Catholic District School Board,1630858.8299999996,1399148.72,16.560792050754962,0,School Boards,1600000
436,436,436,Children's Aid Society Of Oxford County,1576722.06,1344865.45,17.240134319756688,0,Other Public Sector Employers,1600000
437,437,437,Huron-Perth Children's Aid Society,1570185.76,1166011.7999999998,34.662939088609576,0,Other Public Sector Employers,1600000
438,438,438,North Bay Parry Sound District Health Unit,1562821.42,1467601.24,6.488150691396254,0,Hospitals and Boards of Public Health,1600000
439,439,439,City of Elliot Lake,1560919.5999999996,1491821.8100000003,4.631772342837603,0,Municipalities and Services,1600000
440,440,440,The Ontario French Language Educational Communications Authority,1558847.0399999996,1624202.35,-4.0238403792483455,0,Crown Agencies,1600000
441,441,441,Tillsonburg District Memorial Hospital,1538327.59,1342895.4600000002,14.553041232263887,0,Hospitals and Boards of Public Health,1500000
442,442,442,Town of Aylmer,1526011.4600000004,1759660.1,-13.278055233507855,0,Municipalities and Services,1500000
443,443,443,South Bruce Grey Health Centre,1524082.11,904892.08,68.42694766430044,0,Hospitals and Boards of Public Health,1500000
444,444,444,Kawartha Haliburton Children's Aid Society,1521127.41,1272501.4900000002,19.53835983327608,0,Other Public Sector Employers,1500000
445,445,445,Central Toronto Community Health Centres,1515130.4,1562525.41,-3.033231312379104,0,Other Public Sector Employers,1500000
446,446,446,Youthdale Treatment Centres,1513430.94,1193916.7199999995,26.76185153014694,0,Other Public Sector Employers,1500000
447,447,447,NorWest Community Health Centres,1493712.36,1602696.6999999997,-6.800060173581167,0,Other Public Sector Employers,1500000
448,448,448,Winchester District Memorial Hospital,1491873.62,1614491.63,-7.594837143875443,0,Hospitals and Boards of Public Health,1500000
449,449,449,Township of Oro-Medonte,1488048.84,1342971.5199999998,10.802710097679524,0,Municipalities and Services,1500000
450,450,450,"Sandy Hill Community Health Centre, Inc.",1478488.2,1766105.95,-16.28541877682933,0,Other Public Sector Employers,1500000
451,451,451,Township of King,1474424.05,1221475.12,20.708479923848145,0,Municipalities and Services,1500000
452,452,452,Social Benefits Tribunal,1472623.1700000004,2114727.749999999,-30.36346309826403,0,Crown Agencies,1500000
453,453,453,Renfrew Victoria Hospital,1467075.75,2012877.08,-27.11548238206378,0,Hospitals and Boards of Public Health,1500000
454,454,454,Strathroy Middlesex General Hospital,1460276.77,934567.88,56.25154697163354,0,Hospitals and Boards of Public Health,1500000
455,455,455,Ontario Municipal Board,1454496.89,1872263.5700000003,-22.313454510039964,0,Crown Agencies,1500000
456,456,456,West Parry Sound Health Centre,1442391.19,1412158.26,2.140902394325117,0,Hospitals and Boards of Public Health,1400000
457,457,457,Haliburton Highlands Health Services Corporation,1435283.5700000003,967441.5700000002,48.35868278846029,0,Hospitals and Boards of Public Health,1400000
458,458,458,Kenora District Services Board,1430716.17,1416067.26,1.0344784046486533,0,Other Public Sector Employers,1400000
459,459,459,Town of Pelham,1423372.59,992653.44,43.39068728759958,0,Municipalities and Services,1400000
460,460,460,Local Health Integration Network - Hamilton Niagara Haldimand Brant,1420951.95,1446537.57,-1.7687490826802432,0,Crown Agencies,1400000
461,461,461,HealthForceOntario Marketing and Recruitment Agency,1411372.7,687017.22,105.434836116626,0,Crown Agencies,1400000
462,462,462,Scarborough Centre for Healthy Communities,1405911.78,1531719.84,-8.213516382995977,0,Other Public Sector Employers,1400000
463,463,463,County of Middlesex,1399347.4200000002,1083120.58,29.19590356227928,0,Municipalities and Services,1400000
464,464,464,Local Health Integration Network - Erie St. Clair,1393096.51,1421718.07,-2.013167069051891,0,Crown Agencies,1400000
465,465,465,YMCA of Hamilton / Burlington / Brantford,1391177.26,1416068.8199999996,-1.7577930993494917,0,Other Public Sector Employers,1400000
466,466,466,City of Dryden,1390094.0800000005,1599560.1,-13.095226618868516,0,Municipalities and Services,1400000
467,467,467,Township of Centre Wellington,1386932.36,1306904.57,6.1234608736581135,0,Municipalities and Services,1400000
468,468,468,Ontario Society For the Prevention of Cruelty to Animals,1382724.72,1425273.2799999998,-2.9852913540903465,0,Other Public Sector Employers,1400000
469,469,469,Town of Lakeshore,1357261.44,1474996.5200000003,-7.982058154279593,0,Municipalities and Services,1400000
470,470,470,Town of Hanover,1353595.69,1667052.96,-18.803078097770808,0,Municipalities and Services,1400000
471,471,471,Carefirst Family Health Team,1335993.9899999998,1509036.85,-11.467106320167089,0,Other Public Sector Employers,1300000
472,472,472,Stevenson Memorial Hospital,1313751.09,1771709.69,-25.84839957611792,0,Hospitals and Boards of Public Health,1300000
473,473,473,Town of Tillsonburg,1310505.31,1197025.82,9.48012048729241,0,Municipalities and Services,1300000
474,474,474,Office of the Chief Electoral Officer,1299873.56,1525984.0799999996,-14.817357727611403,0,Government of Ontario - Legislative Assembly and Offices,1300000
475,475,475,Halton Region Conservation Authority,1296223.54,1253311.58,3.4238860220217493,0,Other Public Sector Employers,1300000
476,476,476,Regent Park Community Health Centre,1295077.01,1033316.01,25.332134358394388,0,Other Public Sector Employers,1300000
477,477,477,Town of Renfrew,1293925.14,1195806.97,8.205184654509923,0,Municipalities and Services,1300000
478,478,478,Family and Children's Services of Renfrew County,1291180.74,1415724.0,-8.797142663400493,0,Other Public Sector Employers,1300000
479,479,479,Almonte General Hospital,1290693.07,1547725.29,-16.607095694611285,0,Hospitals and Boards of Public Health,1300000
480,480,480,Groves Memorial Community Hospital,1260266.7899999996,950113.1999999998,32.64385654256774,0,Hospitals and Boards of Public Health,1300000
481,481,481,Rideau Community Health Services,1250666.09,1464765.2,-14.616616369640687,0,Other Public Sector Employers,1300000
482,482,482,Town of Kirkland Lake,1246915.57,1051417.36,18.59377802169824,0,Municipalities and Services,1200000
483,483,483,The Hincks-Dellcrest Treatment Centre,1246801.38,1107794.08,12.54811724576106,0,Other Public Sector Employers,1200000
484,484,484,Windsor Essex Community Health Centre,1240466.04,1390996.43,-10.82176681071712,0,Other Public Sector Employers,1200000
485,485,485,County of Perth,1239667.9099999995,1276163.4600000002,-2.859786472808157,0,Municipalities and Services,1200000
486,486,486,Langs Farm Village Association,1231184.78,1387002.65,-11.234143640605154,0,Other Public Sector Employers,1200000
487,487,487,Barrie Community Health Centre,1221619.13,1069629.5599999998,14.209552136909931,0,Other Public Sector Employers,1200000
488,488,488,Town of The Blue Mountains,1207474.5,853267.76,41.5117922655369,0,Municipalities and Services,1200000
489,489,489,Belleville and Quinte West Community Health Centre,1203313.77,1444977.82,-16.72441242039272,0,Other Public Sector Employers,1200000
490,490,490,Ongwanada Hospital,1199811.63,1407492.7399999998,-14.755394759620545,0,Other Public Sector Employers,1200000
