sector,sector,job_title,job_title,job_title
Municipalities and Services,Municipalities and Services,"Program Manager, Enterprise Services","Program Manager, Enterprise Services",2
Municipalities and Services,Municipalities and Services,"Program Manager, Hospitality Services","Program Manager, Hospitality Services",2
Municipalities and Services,Municipalities and Services,"Program Manager, Infrastructure Planning","Program Manager, Infrastructure Planning",2
Municipalities and Services,Municipalities and Services,"Program Manager, Inspections","Program Manager, Inspections",2
Municipalities and Services,Municipalities and Services,"Program Manager, Labour Relations","Program Manager, Labour Relations",2
Municipalities and Services,Municipalities and Services,"Program Manager, Materials Management (Fleet)","Program Manager, Materials Management (Fleet)",2
Municipalities and Services,Municipalities and Services,"Program Manager, Media Relations and Public Information","Program Manager, Media Relations and Public Information",2
Municipalities and Services,Municipalities and Services,"Program Manager, Municipal Fleet Maintenance","Program Manager, Municipal Fleet Maintenance",2
Municipalities and Services,Municipalities and Services,"Program Manager, Network Operations","Program Manager, Network Operations",2
Municipalities and Services,Municipalities and Services,"Program Manager, Operational Support Services","Program Manager, Operational Support Services",2
Municipalities and Services,Municipalities and Services,"Program Manager, Planning and Decision Support","Program Manager, Planning and Decision Support",2
Municipalities and Services,Municipalities and Services,"Program Manager, Utilities Lead","Program Manager, Utilities Lead",2
Municipalities and Services,Municipalities and Services,"Program Manager, Wastewater Collection","Program Manager, Wastewater Collection",2
Municipalities and Services,Municipalities and Services,Program Supervisor,Program Supervisor,2
Municipalities and Services,Municipalities and Services,Project Coordinator,Project Coordinator,2
Municipalities and Services,Municipalities and Services,Project Coordinator Information and Technology,Project Coordinator Information and Technology,2
Municipalities and Services,Municipalities and Services,Project Director Information and Technology Parks Forestry and Recreation,Project Director Information and Technology Parks Forestry and Recreation,2
Municipalities and Services,Municipalities and Services,Project Engineer Environmental,Project Engineer Environmental,2
Municipalities and Services,Municipalities and Services,Project Integration Manager,Project Integration Manager,2
Municipalities and Services,Municipalities and Services,"Project Leader, Finance","Project Leader, Finance",2
Municipalities and Services,Municipalities and Services,"Project Leader, Senior Capital Projects","Project Leader, Senior Capital Projects",2
Municipalities and Services,Municipalities and Services,Project Manager - Communications Engineering,Project Manager - Communications Engineering,2
Municipalities and Services,Municipalities and Services,Project Manager Applications,Project Manager Applications,2
Municipalities and Services,Municipalities and Services,Project Manager Change Management,Project Manager Change Management,2
Municipalities and Services,Municipalities and Services,Project Manager Construction Capital,Project Manager Construction Capital,2
Municipalities and Services,Municipalities and Services,Project Manager Development Engineering,Project Manager Development Engineering,2
Municipalities and Services,Municipalities and Services,Project Manager Early Years System,Project Manager Early Years System,2
Municipalities and Services,Municipalities and Services,Project Manager Engineering Technical Services,Project Manager Engineering Technical Services,2
Municipalities and Services,Municipalities and Services,Project Manager Environmental Assessment and Studies,Project Manager Environmental Assessment and Studies,2
Municipalities and Services,Municipalities and Services,Project Manager Housing Services,Project Manager Housing Services,2
Municipalities and Services,Municipalities and Services,Project Manager Human Services,Project Manager Human Services,2
Municipalities and Services,Municipalities and Services,Project Manager Information Technology Projects,Project Manager Information Technology Projects,2
Municipalities and Services,Municipalities and Services,Project Manager Insurance and Risk Management,Project Manager Insurance and Risk Management,2
Municipalities and Services,Municipalities and Services,Project Manager Parks Development Parkland Acquisition Unit,Project Manager Parks Development Parkland Acquisition Unit,2
Municipalities and Services,Municipalities and Services,"Project Manager, Buildings and Parks","Project Manager, Buildings and Parks",2
Municipalities and Services,Municipalities and Services,"Project Manager, Facilities","Project Manager, Facilities",2
Municipalities and Services,Municipalities and Services,"Project Manager, Hansen Integration","Project Manager, Hansen Integration",2
Municipalities and Services,Municipalities and Services,"Project Manager, Information Technology Services","Project Manager, Information Technology Services",2
Municipalities and Services,Municipalities and Services,"Project Manager, Parking","Project Manager, Parking",2
Municipalities and Services,Municipalities and Services,"Project Manager, Transportation Infrastructure","Project Manager, Transportation Infrastructure",2
Municipalities and Services,Municipalities and Services,Project Scheduler,Project Scheduler,2
Municipalities and Services,Municipalities and Services,"Projects Manager, Information Technology, Fire, Parks and Forestry","Projects Manager, Information Technology, Fire, Parks and Forestry",2
Municipalities and Services,Municipalities and Services,Property Manager Facility Services,Property Manager Facility Services,2
Municipalities and Services,Municipalities and Services,Prosecutor,Prosecutor,2
Municipalities and Services,Municipalities and Services,Public Works Director,Public Works Director,2
Municipalities and Services,Municipalities and Services,"Public Works Manager, Operations","Public Works Manager, Operations",2
Municipalities and Services,Municipalities and Services,Public Works Superintendent,Public Works Superintendent,2
Municipalities and Services,Municipalities and Services,Quality Assurance and Risk Management Analyst,Quality Assurance and Risk Management Analyst,2
Municipalities and Services,Municipalities and Services,Quality Control Specialist,Quality Control Specialist,2
Municipalities and Services,Municipalities and Services,Radio Repair Specialist,Radio Repair Specialist,2
Municipalities and Services,Municipalities and Services,Real Estate Analyst and Appraiser,Real Estate Analyst and Appraiser,2
Municipalities and Services,Municipalities and Services,Recreation Manager,Recreation Manager,2
Municipalities and Services,Municipalities and Services,"Recreation Manager, District","Recreation Manager, District",2
Municipalities and Services,Municipalities and Services,"Recreation Supervisor, Chinguacousy Park","Recreation Supervisor, Chinguacousy Park",2
Municipalities and Services,Municipalities and Services,Regional Clerk,Regional Clerk,2
Municipalities and Services,Municipalities and Services,Regional Community Mobility,Regional Community Mobility,2
Municipalities and Services,Municipalities and Services,Resource Supervisor,Resource Supervisor,2
Municipalities and Services,Municipalities and Services,Revenue Equipment Attendant,Revenue Equipment Attendant,2
Municipalities and Services,Municipalities and Services,Risk Advisor,Risk Advisor,2
Municipalities and Services,Municipalities and Services,Risk Assessment Officer,Risk Assessment Officer,2
Municipalities and Services,Municipalities and Services,Roadmaster Track Maintenance and Rehabilitation,Roadmaster Track Maintenance and Rehabilitation,2
Municipalities and Services,Municipalities and Services,Roads Engineer,Roads Engineer,2
Municipalities and Services,Municipalities and Services,Roads Superintendent,Roads Superintendent,2
Municipalities and Services,Municipalities and Services,Safety / Training Officer,Safety / Training Officer,2
Municipalities and Services,Municipalities and Services,Senior Advisor Planning and Economic Development,Senior Advisor Planning and Economic Development,2
Municipalities and Services,Municipalities and Services,Senior Analyst Information Technology,Senior Analyst Information Technology,2
Municipalities and Services,Municipalities and Services,Senior Architect,Senior Architect,2
Municipalities and Services,Municipalities and Services,Senior Business Development Consultant,Senior Business Development Consultant,2
Municipalities and Services,Municipalities and Services,Senior Business Transformation Consultant,Senior Business Transformation Consultant,2
Municipalities and Services,Municipalities and Services,Senior Communications Advisor,Senior Communications Advisor,2
Municipalities and Services,Municipalities and Services,Senior Communications Analyst,Senior Communications Analyst,2
Municipalities and Services,Municipalities and Services,Senior Construction Buyer,Senior Construction Buyer,2
Municipalities and Services,Municipalities and Services,Senior Construction Engineer,Senior Construction Engineer,2
Municipalities and Services,Municipalities and Services,Senior Construction Manager,Senior Construction Manager,2
Municipalities and Services,Municipalities and Services,"Senior Coordinator, Program Support","Senior Coordinator, Program Support",2
Municipalities and Services,Municipalities and Services,Senior Cultural Affairs Officer,Senior Cultural Affairs Officer,2
Municipalities and Services,Municipalities and Services,Senior Database Analyst,Senior Database Analyst,2
Municipalities and Services,Municipalities and Services,Senior Database and Transformation Administrator,Senior Database and Transformation Administrator,2
Municipalities and Services,Municipalities and Services,Senior Design Engineer - Communications,Senior Design Engineer - Communications,2
Municipalities and Services,Municipalities and Services,Senior Designer - Electrical Mechanical,Senior Designer - Electrical Mechanical,2
Municipalities and Services,Municipalities and Services,Senior Development Manager,Senior Development Manager,2
Municipalities and Services,Municipalities and Services,Senior Economist,Senior Economist,2
Municipalities and Services,Municipalities and Services,Senior Employee and Labour Relations Specialist,Senior Employee and Labour Relations Specialist,2
Municipalities and Services,Municipalities and Services,Senior Energy Consultant,Senior Energy Consultant,2
Municipalities and Services,Municipalities and Services,Senior Engineer - Alignment,Senior Engineer - Alignment,2
Municipalities and Services,Municipalities and Services,Senior Engineer - Geotechnical,Senior Engineer - Geotechnical,2
Municipalities and Services,Municipalities and Services,Senior Engineer - Industrial,Senior Engineer - Industrial,2
Municipalities and Services,Municipalities and Services,Senior Engineer - Power,Senior Engineer - Power,2
Municipalities and Services,Municipalities and Services,"Senior Engineer, Road Renewal","Senior Engineer, Road Renewal",2
Municipalities and Services,Municipalities and Services,Senior Environmental Engineer,Senior Environmental Engineer,2
Municipalities and Services,Municipalities and Services,Senior Financial Analyst Shelter Support Housing and Administration,Senior Financial Analyst Shelter Support Housing and Administration,2
Municipalities and Services,Municipalities and Services,Senior Fingerprint Examiner,Senior Fingerprint Examiner,2
Municipalities and Services,Municipalities and Services,Senior Foreperson - Line Services,Senior Foreperson - Line Services,2
Municipalities and Services,Municipalities and Services,Senior Human Resources Consultant Ergonomics,Senior Human Resources Consultant Ergonomics,2
Municipalities and Services,Municipalities and Services,Senior Human Resources Consultant Workforce Report,Senior Human Resources Consultant Workforce Report,2
Municipalities and Services,Municipalities and Services,Senior Information Systems Officer,Senior Information Systems Officer,2
Municipalities and Services,Municipalities and Services,Senior Infrastructure Project Engineer,Senior Infrastructure Project Engineer,2
Municipalities and Services,Municipalities and Services,Senior Investigator Forensic Unit,Senior Investigator Forensic Unit,2
Municipalities and Services,Municipalities and Services,Senior Manager - Shops,Senior Manager - Shops,2
Municipalities and Services,Municipalities and Services,Senior Manager Ashbridges Bay Treatment Plant,Senior Manager Ashbridges Bay Treatment Plant,2
Municipalities and Services,Municipalities and Services,Senior Manager Traffic Operations / Parking / Transportation Planning,Senior Manager Traffic Operations / Parking / Transportation Planning,2
Municipalities and Services,Municipalities and Services,"Senior Manager, Business Development","Senior Manager, Business Development",2
Municipalities and Services,Municipalities and Services,"Senior Manager, Business Services","Senior Manager, Business Services",2
Municipalities and Services,Municipalities and Services,"Senior Manager, Financial Planning","Senior Manager, Financial Planning",2
Municipalities and Services,Municipalities and Services,"Senior Manager, Information Technology","Senior Manager, Information Technology",2
Municipalities and Services,Municipalities and Services,"Senior Manager, Infrastructure Services","Senior Manager, Infrastructure Services",2
Municipalities and Services,Municipalities and Services,"Senior Manager, Municipal Inspections","Senior Manager, Municipal Inspections",2
Municipalities and Services,Municipalities and Services,"Senior Manager, Recreation Services","Senior Manager, Recreation Services",2
Municipalities and Services,Municipalities and Services,Senior Network Specialist,Senior Network Specialist,2
Municipalities and Services,Municipalities and Services,Senior Nursing Manager,Senior Nursing Manager,2
Municipalities and Services,Municipalities and Services,Senior Planner- Parks Development Ontario Municipal Board,Senior Planner- Parks Development Ontario Municipal Board,2
Municipalities and Services,Municipalities and Services,Senior Plans Examiner,Senior Plans Examiner,2
Municipalities and Services,Municipalities and Services,Senior Policy and Strategic Issues Advisor,Senior Policy and Strategic Issues Advisor,2
Municipalities and Services,Municipalities and Services,Senior Process Improvement Consultant,Senior Process Improvement Consultant,2
Municipalities and Services,Municipalities and Services,Senior Project Analyst,Senior Project Analyst,2
Municipalities and Services,Municipalities and Services,Senior Project Manager Engineering Systems,Senior Project Manager Engineering Systems,2
Municipalities and Services,Municipalities and Services,Senior Project Manager Information Strategy and Implementation,Senior Project Manager Information Strategy and Implementation,2
Municipalities and Services,Municipalities and Services,Senior Project Manager Union Station,Senior Project Manager Union Station,2
Municipalities and Services,Municipalities and Services,Senior Project Manager-Infrastructure Program,Senior Project Manager-Infrastructure Program,2
Municipalities and Services,Municipalities and Services,Senior Project Surveyor,Senior Project Surveyor,2
Municipalities and Services,Municipalities and Services,Senior Public Health Inspector,Senior Public Health Inspector,2
Municipalities and Services,Municipalities and Services,Senior Purchasing Coordinator,Senior Purchasing Coordinator,2
Municipalities and Services,Municipalities and Services,Senior Safety Engineer,Senior Safety Engineer,2
Municipalities and Services,Municipalities and Services,"Senior Scheduler, Transit Service","Senior Scheduler, Transit Service",2
Municipalities and Services,Municipalities and Services,"Senior Specialist, Traffic Assessment","Senior Specialist, Traffic Assessment",2
Municipalities and Services,Municipalities and Services,"Senior Supervisor, Operations","Senior Supervisor, Operations",2
Municipalities and Services,Municipalities and Services,"Senior Supervisor, Operations Transit","Senior Supervisor, Operations Transit",2
Municipalities and Services,Municipalities and Services,Senior Support Technician - Supervisory Control and Data Acquisition,Senior Support Technician - Supervisory Control and Data Acquisition,2
Municipalities and Services,Municipalities and Services,Senior Systems Engineer,Senior Systems Engineer,2
Municipalities and Services,Municipalities and Services,Senior Systems Integrator Parks Forestry and Recreation,Senior Systems Integrator Parks Forestry and Recreation,2
Municipalities and Services,Municipalities and Services,Senior Transportation Planner,Senior Transportation Planner,2
Municipalities and Services,Municipalities and Services,Sergeant - Investigative Services,Sergeant - Investigative Services,2
Municipalities and Services,Municipalities and Services,Sergeant 1st Class-Breath / Bomb,Sergeant 1st Class-Breath / Bomb,2
Municipalities and Services,Municipalities and Services,"Sergeant, Central Lockup","Sergeant, Central Lockup",2
Municipalities and Services,Municipalities and Services,"Sergeant, Emergency Services","Sergeant, Emergency Services",2
Municipalities and Services,Municipalities and Services,Service Coordinator,Service Coordinator,2
Municipalities and Services,Municipalities and Services,Service Innovation and Information Technology Client Delivery Service Manager,Service Innovation and Information Technology Client Delivery Service Manager,2
Municipalities and Services,Municipalities and Services,Service Supervisor,Service Supervisor,2
Municipalities and Services,Municipalities and Services,Service Support,Service Support,2
Municipalities and Services,Municipalities and Services,"Shift Coordinator, First Response","Shift Coordinator, First Response",2
Municipalities and Services,Municipalities and Services,"Shift Supervisor, Ambulance Services","Shift Supervisor, Ambulance Services",2
Municipalities and Services,Municipalities and Services,Signal Design Technologist,Signal Design Technologist,2
Municipalities and Services,Municipalities and Services,Skilled Maintenance Worker,Skilled Maintenance Worker,2
Municipalities and Services,Municipalities and Services,Skilled Sewer and Water Worker - Maintenance,Skilled Sewer and Water Worker - Maintenance,2
Municipalities and Services,Municipalities and Services,Solicitor (Corporate),Solicitor (Corporate),2
Municipalities and Services,Municipalities and Services,Solicitor 3,Solicitor 3,2
Municipalities and Services,Municipalities and Services,Solid Waste Collection Operator,Solid Waste Collection Operator,2
Municipalities and Services,Municipalities and Services,Solutions Delivery Manager,Solutions Delivery Manager,2
Municipalities and Services,Municipalities and Services,Special Constable Courts,Special Constable Courts,2
Municipalities and Services,Municipalities and Services,Specialist Supervisory Control and Data Acquisition,Specialist Supervisory Control and Data Acquisition,2
Municipalities and Services,Municipalities and Services,"Specialist, Claims Management","Specialist, Claims Management",2
Municipalities and Services,Municipalities and Services,"Specialist, Compensation","Specialist, Compensation",2
Municipalities and Services,Municipalities and Services,"Specialist, Health and Safety","Specialist, Health and Safety",2
Municipalities and Services,Municipalities and Services,"Specialist, Learning and Development","Specialist, Learning and Development",2
Municipalities and Services,Municipalities and Services,Staff Sergeant - Special Operations,Staff Sergeant - Special Operations,2
Municipalities and Services,Municipalities and Services,Strategic Initiatives Project Officer,Strategic Initiatives Project Officer,2
Municipalities and Services,Municipalities and Services,Subject Matter Expert,Subject Matter Expert,2
Municipalities and Services,Municipalities and Services,Subject Matter Expert - Finance,Subject Matter Expert - Finance,2
Municipalities and Services,Municipalities and Services,Superintendent Operations / Surintendant des op��rations,Superintendent Operations / Surintendant des op��rations,2
Municipalities and Services,Municipalities and Services,Superintendent Paramedic Service Planning,Superintendent Paramedic Service Planning,2
Municipalities and Services,Municipalities and Services,Superintendent Plant Processes and Operations,Superintendent Plant Processes and Operations,2
Municipalities and Services,Municipalities and Services,Superintendent Professional Standards,Superintendent Professional Standards,2
Municipalities and Services,Municipalities and Services,Superintendent Senior Systems Integration,Superintendent Senior Systems Integration,2
Municipalities and Services,Municipalities and Services,"Superintendent, Roads","Superintendent, Roads",2
Municipalities and Services,Municipalities and Services,"Superintendent, Scheduling and Attendance Management","Superintendent, Scheduling and Attendance Management",2
Municipalities and Services,Municipalities and Services,Supervisor - Customer Service,Supervisor - Customer Service,2
Municipalities and Services,Municipalities and Services,Supervisor - Elevating Devices,Supervisor - Elevating Devices,2
Municipalities and Services,Municipalities and Services,Supervisor - Protective Services Unit,Supervisor - Protective Services Unit,2
Municipalities and Services,Municipalities and Services,Supervisor - Rail Cars and Shops,Supervisor - Rail Cars and Shops,2
Municipalities and Services,Municipalities and Services,Supervisor - Revenue Collection,Supervisor - Revenue Collection,2
Municipalities and Services,Municipalities and Services,Supervisor - Scheduling and Crewing,Supervisor - Scheduling and Crewing,2
Municipalities and Services,Municipalities and Services,Supervisor - Structure Maintenance,Supervisor - Structure Maintenance,2
Municipalities and Services,Municipalities and Services,Supervisor - Subway and Scarborough Rapid Transit Track,Supervisor - Subway and Scarborough Rapid Transit Track,2
Municipalities and Services,Municipalities and Services,Supervisor - Training Centre,Supervisor - Training Centre,2
Municipalities and Services,Municipalities and Services,Supervisor - Wiring and Service,Supervisor - Wiring and Service,2
Municipalities and Services,Municipalities and Services,Supervisor Administration Support Unit,Supervisor Administration Support Unit,2
Municipalities and Services,Municipalities and Services,Supervisor Budget Support,Supervisor Budget Support,2
Municipalities and Services,Municipalities and Services,Supervisor Contact Centre,Supervisor Contact Centre,2
Municipalities and Services,Municipalities and Services,Supervisor Control Clerks,Supervisor Control Clerks,2
Municipalities and Services,Municipalities and Services,Supervisor Court Support,Supervisor Court Support,2
Municipalities and Services,Municipalities and Services,Supervisor Design,Supervisor Design,2
Municipalities and Services,Municipalities and Services,Supervisor Design and Production,Supervisor Design and Production,2
Municipalities and Services,Municipalities and Services,Supervisor Dietary Services and Nutrition Management,Supervisor Dietary Services and Nutrition Management,2
Municipalities and Services,Municipalities and Services,Supervisor District Operations Children Services,Supervisor District Operations Children Services,2
Municipalities and Services,Municipalities and Services,Supervisor Employment Services,Supervisor Employment Services,2
Municipalities and Services,Municipalities and Services,Supervisor Environmental Services,Supervisor Environmental Services,2
Municipalities and Services,Municipalities and Services,Supervisor Financial Reporting,Supervisor Financial Reporting,2
Municipalities and Services,Municipalities and Services,Supervisor Financial Services Unit Internal Support,Supervisor Financial Services Unit Internal Support,2
Municipalities and Services,Municipalities and Services,Supervisor Health Status and Epidemiology,Supervisor Health Status and Epidemiology,2
Municipalities and Services,Municipalities and Services,Supervisor Human Resources Consulting and Recruiting,Supervisor Human Resources Consulting and Recruiting,2
Municipalities and Services,Municipalities and Services,Supervisor Infrastructure and Operations,Supervisor Infrastructure and Operations,2
Municipalities and Services,Municipalities and Services,Supervisor Land Base Maintenance,Supervisor Land Base Maintenance,2
Municipalities and Services,Municipalities and Services,Supervisor Meter Installation and Repairs,Supervisor Meter Installation and Repairs,2
Municipalities and Services,Municipalities and Services,Supervisor Payroll and Benefits Processing,Supervisor Payroll and Benefits Processing,2
Municipalities and Services,Municipalities and Services,Supervisor Plant Water Treatment and Distribution,Supervisor Plant Water Treatment and Distribution,2
Municipalities and Services,Municipalities and Services,Supervisor Program and Business Support,Supervisor Program and Business Support,2
Municipalities and Services,Municipalities and Services,Supervisor Property Tax Billing,Supervisor Property Tax Billing,2
Municipalities and Services,Municipalities and Services,Supervisor Rent Supplement,Supervisor Rent Supplement,2
Municipalities and Services,Municipalities and Services,Supervisor Service Desk,Supervisor Service Desk,2
Municipalities and Services,Municipalities and Services,Supervisor Service Program Toronto Water,Supervisor Service Program Toronto Water,2
Municipalities and Services,Municipalities and Services,Supervisor Services Access,Supervisor Services Access,2
Municipalities and Services,Municipalities and Services,Supervisor Surveys and Materials Laboratory,Supervisor Surveys and Materials Laboratory,2
Municipalities and Services,Municipalities and Services,Supervisor Traffic Signs Pavement Markings,Supervisor Traffic Signs Pavement Markings,2
Municipalities and Services,Municipalities and Services,Supervisor Vaccination Clinics,Supervisor Vaccination Clinics,2
Municipalities and Services,Municipalities and Services,Supervisor Water Billings,Supervisor Water Billings,2
Municipalities and Services,Municipalities and Services,Supervisor Water Distribution,Supervisor Water Distribution,2
Municipalities and Services,Municipalities and Services,Supervisor of Business Planning Budget and Performance,Supervisor of Business Planning Budget and Performance,2
Municipalities and Services,Municipalities and Services,Supervisor of Ground Water Supply,Supervisor of Ground Water Supply,2
Municipalities and Services,Municipalities and Services,Supervisor of Public Health Protection,Supervisor of Public Health Protection,2
Municipalities and Services,Municipalities and Services,Supervisor of Water Operations,Supervisor of Water Operations,2
Municipalities and Services,Municipalities and Services,"Supervisor, Accounting","Supervisor, Accounting",2
Municipalities and Services,Municipalities and Services,"Supervisor, Application Development and Support","Supervisor, Application Development and Support",2
Municipalities and Services,Municipalities and Services,"Supervisor, Building Inspection","Supervisor, Building Inspection",2
Municipalities and Services,Municipalities and Services,"Supervisor, Building Maintenance","Supervisor, Building Maintenance",2
Municipalities and Services,Municipalities and Services,"Supervisor, Building and Inside / Outside Services","Supervisor, Building and Inside / Outside Services",2
Municipalities and Services,Municipalities and Services,"Supervisor, Business Services","Supervisor, Business Services",2
Municipalities and Services,Municipalities and Services,"Supervisor, Cemeteries and Environmental Services","Supervisor, Cemeteries and Environmental Services",2
Municipalities and Services,Municipalities and Services,"Supervisor, Clinical Services","Supervisor, Clinical Services",2
Municipalities and Services,Municipalities and Services,"Supervisor, Construction Services","Supervisor, Construction Services",2
Municipalities and Services,Municipalities and Services,"Supervisor, Contract Administration","Supervisor, Contract Administration",2
Municipalities and Services,Municipalities and Services,"Supervisor, Development Area","Supervisor, Development Area",2
Municipalities and Services,Municipalities and Services,"Supervisor, Distribution Collection Maintenance","Supervisor, Distribution Collection Maintenance",2
Municipalities and Services,Municipalities and Services,"Supervisor, Emergency Medical Services Operations","Supervisor, Emergency Medical Services Operations",2
Municipalities and Services,Municipalities and Services,"Supervisor, Enterprise Systems, Information Technology Assets and Contracts","Supervisor, Enterprise Systems, Information Technology Assets and Contracts",2
Municipalities and Services,Municipalities and Services,"Supervisor, Family Residential Services","Supervisor, Family Residential Services",2
Municipalities and Services,Municipalities and Services,"Supervisor, Finance Transportation and Work","Supervisor, Finance Transportation and Work",2
Municipalities and Services,Municipalities and Services,"Supervisor, Fitness","Supervisor, Fitness",2
Municipalities and Services,Municipalities and Services,"Supervisor, Fleet","Supervisor, Fleet",2
Municipalities and Services,Municipalities and Services,"Supervisor, Food and Beverage","Supervisor, Food and Beverage",2
Municipalities and Services,Municipalities and Services,"Supervisor, Immunization Clinics","Supervisor, Immunization Clinics",2
Municipalities and Services,Municipalities and Services,"Supervisor, Information Technology Platform Applications","Supervisor, Information Technology Platform Applications",2
Municipalities and Services,Municipalities and Services,"Supervisor, Information and Technology Services","Supervisor, Information and Technology Services",2
Municipalities and Services,Municipalities and Services,"Supervisor, Landfill Operations","Supervisor, Landfill Operations",2
Municipalities and Services,Municipalities and Services,"Supervisor, Mechanical Inspection","Supervisor, Mechanical Inspection",2
Municipalities and Services,Municipalities and Services,"Supervisor, Operations (Sewers)","Supervisor, Operations (Sewers)",2
Municipalities and Services,Municipalities and Services,"Supervisor, Operations and Maintenance (Water Services)","Supervisor, Operations and Maintenance (Water Services)",2
Municipalities and Services,Municipalities and Services,"Supervisor, Payroll Services","Supervisor, Payroll Services",2
Municipalities and Services,Municipalities and Services,"Supervisor, Process and Compliance (Water Services)","Supervisor, Process and Compliance (Water Services)",2
Municipalities and Services,Municipalities and Services,"Supervisor, Service Contracts","Supervisor, Service Contracts",2
Municipalities and Services,Municipalities and Services,"Supervisor, Survey and Inspections","Supervisor, Survey and Inspections",2
Municipalities and Services,Municipalities and Services,"Supervisor, Systems (Water Services)","Supervisor, Systems (Water Services)",2
Municipalities and Services,Municipalities and Services,"Supervisor, Technical Services","Supervisor, Technical Services",2
Municipalities and Services,Municipalities and Services,"Supervisor, Traffic Operations","Supervisor, Traffic Operations",2
Municipalities and Services,Municipalities and Services,"Supervisor, Transit Scheduling","Supervisor, Transit Scheduling",2
Municipalities and Services,Municipalities and Services,"Supervisor, Utilities","Supervisor, Utilities",2
Municipalities and Services,Municipalities and Services,"Supervisor, Wastewater and Storm Drainage Operations","Supervisor, Wastewater and Storm Drainage Operations",2
Municipalities and Services,Municipalities and Services,"Supervisor, Water Infrastructure Management","Supervisor, Water Infrastructure Management",2
Municipalities and Services,Municipalities and Services,"Supervisor, Water Production","Supervisor, Water Production",2
Municipalities and Services,Municipalities and Services,"Supervisor, Water Supply Operations","Supervisor, Water Supply Operations",2
Municipalities and Services,Municipalities and Services,Supervisor-Budget and Financial Planning,Supervisor-Budget and Financial Planning,2
Municipalities and Services,Municipalities and Services,Supervisor-Communications,Supervisor-Communications,2
Municipalities and Services,Municipalities and Services,Supervisor-Human Resource Management System Development,Supervisor-Human Resource Management System Development,2
Municipalities and Services,Municipalities and Services,Supervisor-Information Technology Infrastructure,Supervisor-Information Technology Infrastructure,2
Municipalities and Services,Municipalities and Services,Supervisor-Projects and Analysis,Supervisor-Projects and Analysis,2
Municipalities and Services,Municipalities and Services,Supervisor-Software Development,Supervisor-Software Development,2
Municipalities and Services,Municipalities and Services,Swing Foreperson - Capital Projects,Swing Foreperson - Capital Projects,2
Municipalities and Services,Municipalities and Services,Systems Administrator,Systems Administrator,2
Municipalities and Services,Municipalities and Services,Systems Integration Specialist,Systems Integration Specialist,2
Municipalities and Services,Municipalities and Services,Team Lead Process Control Systems / Supervisory Control and Data Acquisition,Team Lead Process Control Systems / Supervisory Control and Data Acquisition,2
Municipalities and Services,Municipalities and Services,Team Lead Prosecutor,Team Lead Prosecutor,2
Municipalities and Services,Municipalities and Services,Team Lead Storage Management,Team Lead Storage Management,2
Municipalities and Services,Municipalities and Services,Technical Stage Hand,Technical Stage Hand,2
Municipalities and Services,Municipalities and Services,Time and Wicket Clerk,Time and Wicket Clerk,2
Municipalities and Services,Municipalities and Services,Track Level Safety Consultants,Track Level Safety Consultants,2
Municipalities and Services,Municipalities and Services,Track Maintainer,Track Maintainer,2
Municipalities and Services,Municipalities and Services,Track Mechanic Trainee,Track Mechanic Trainee,2
Municipalities and Services,Municipalities and Services,Traffic Services Officer,Traffic Services Officer,2
Municipalities and Services,Municipalities and Services,Traffic Signal Foreman / Woman,Traffic Signal Foreman / Woman,2
Municipalities and Services,Municipalities and Services,Traffic Signals Electrician,Traffic Signals Electrician,2
Municipalities and Services,Municipalities and Services,Training Coordinator,Training Coordinator,2
Municipalities and Services,Municipalities and Services,Training Instructor,Training Instructor,2
Municipalities and Services,Municipalities and Services,Training Sergeant,Training Sergeant,2
Municipalities and Services,Municipalities and Services,Transit - Deputy General Manager,Transit - Deputy General Manager,2
Municipalities and Services,Municipalities and Services,"Transit - Manager, Maintenance","Transit - Manager, Maintenance",2
Municipalities and Services,Municipalities and Services,"Transit - Manager, Operations","Transit - Manager, Operations",2
Municipalities and Services,Municipalities and Services,Transportation Design Engineer,Transportation Design Engineer,2
Municipalities and Services,Municipalities and Services,Treasurer / Director of Corporate Services,Treasurer / Director of Corporate Services,2
Municipalities and Services,Municipalities and Services,Treasurer / Director of Finance,Treasurer / Director of Finance,2
Municipalities and Services,Municipalities and Services,Vehicle Maintenance Supervisor,Vehicle Maintenance Supervisor,2
Municipalities and Services,Municipalities and Services,Vehicle and Equipment Technician,Vehicle and Equipment Technician,2
Municipalities and Services,Municipalities and Services,Vice President Human Resources,Vice President Human Resources,2
Municipalities and Services,Municipalities and Services,Water Distribution and Waste Water Collection Operator,Water Distribution and Waste Water Collection Operator,2
Municipalities and Services,Municipalities and Services,Water Resources Engineer,Water Resources Engineer,2
Municipalities and Services,Municipalities and Services,Water and Waste Water Maintenance Person,Water and Waste Water Maintenance Person,2
Municipalities and Services,Municipalities and Services,Web Architect,Web Architect,2
Municipalities and Services,Municipalities and Services,Wheel Trans Mobile Supervisor,Wheel Trans Mobile Supervisor,2
Municipalities and Services,Municipalities and Services,Works Superintendent,Works Superintendent,2
Municipalities and Services,Municipalities and Services,1st Class Firefighter / Acting Captain,1st Class Firefighter / Acting Captain,1
Municipalities and Services,Municipalities and Services,2nd Class Constable,2nd Class Constable,1
Municipalities and Services,Municipalities and Services,911 Call Centre Supervisor,911 Call Centre Supervisor,1
